agent_id,total_activities,avg_input_tokens,total_cost,high_privilege_ratio,avg_users_impacted,total_apps,anomaly_rate,rollback_avg,anomaly_score,cluster_kmeans,cluster_dbscan,over_privilege_risk,cost_anomaly_z,blast_radius_score,behavior_deviation,rhythm_biometric,sequence_entropy,similar_agents,compliance_exposure,predicted_rollback_minutes
AID-00016,94,12015.872340425532,3400.9269,0.2978723404255319,1353.3085106382978,20,0.0851063829787234,26.22340425531915,1,1,-1,0.23404255319148934,0.7299282751200545,736.8332933454051,1.0000000000000002,3.0009136104225482,4.2320912162749895,"['AID-00478', 'AID-00189', 'AID-00062']",7,34.20644498424433
AID-00017,106,11872.830188679245,4072.4836999999998,0.3490566037735849,889.622641509434,20,0.0,52.405660377358494,1,2,6,0.2443396226415094,0.44469069866754546,950.2176931292275,1.0000000000000002,3.0517552230413254,4.337075611743854,"['AID-00173', 'AID-00326', 'AID-00465']",7,67.90747982723522
AID-00018,119,11075.731092436974,4159.6365,0.3277310924369748,1082.8487394957983,20,0.025210084033613446,68.15126050420169,1,3,0,0.23697478991596638,0.5971295281138645,1497.6071054304077,1.0000000000000002,3.066716362048078,3.871701136152199,"['AID-00383', 'AID-00038', 'AID-00367']",7,87.65129227480442
AID-00019,87,10606.965517241379,3357.0962,0.3218390804597701,1166.5862068965516,20,0.06896551724137931,49.42528735632184,1,2,-1,0.24597701149425283,0.8065924855850399,1176.5088941736028,1.0000000000000002,3.102664069065372,3.955628228093718,"['AID-00190', 'AID-00237', 'AID-00317']",7,64.39510569126365
AID-00020,99,11390.808080808081,3611.6342,0.36363636363636365,724.8484848484849,20,0.030303030303030304,50.45454545454545,1,9,6,0.2636363636363636,0.3613804583224939,745.9349862258954,1.0000000000000002,3.032796763102601,4.094467019684545,"['AID-00340', 'AID-00391', 'AID-00361']",7,65.71494927640254
AID-00021,115,10356.260869565218,4070.902,0.28695652173913044,928.7913043478261,20,0.034782608695652174,63.43478260869565,1,8,-1,0.21130434782608695,0.441924149611919,1196.929315689981,1.0,3.0498995838736733,4.354823075714219,"['AID-00064', 'AID-00233', 'AID-00359']",7,82.10306239426949
AID-00022,109,10411.201834862386,3852.3433,0.3211009174311927,1096.7247706422017,20,0.027522935779816515,50.0,1,6,3,0.2330275229357798,0.05964346105906384,1118.659266055046,0.9999999999999998,3.0497205547289195,4.198391650491574,"['AID-00196', 'AID-00128', 'AID-00251']",7,64.87047753070443
AID-00023,116,11010.965517241379,3721.4569,0.25862068965517243,753.1293103448276,20,0.05172413793103448,51.12068965517241,1,2,-1,0.19655172413793104,0.16928974139045824,785.0723810939357,1.0000000000000002,3.0557905210224687,4.20942215365519,"['AID-00317', 'AID-00274', 'AID-00305']",7,66.65540218808849
AID-00024,112,11338.214285714286,4170.7336,0.33035714285714285,1118.482142857143,20,0.017857142857142856,32.5,1,6,3,0.23660714285714285,0.6165394487847866,749.3830357142858,0.9999999999999999,3.059257293021864,4.2611145789972005,"['AID-00139', 'AID-00079', 'AID-00128']",7,42.30037453816188
AID-00025,84,10875.47619047619,3019.4889,0.30952380952380953,811.797619047619,20,0.023809523809523808,45.833333333333336,1,6,-1,0.22380952380952382,1.397100898677131,760.3837698412699,0.9999999999999998,3.0247466776859997,3.9223484213016473,"['AID-00406', 'AID-00279', 'AID-00022']",7,59.27341992383269
AID-00026,105,10356.914285714285,3539.172,0.3142857142857143,1556.304761904762,20,0.02857142857142857,46.857142857142854,1,1,-1,0.22857142857142854,0.48812398173315963,1489.605986394558,1.0,3.0636823702391904,4.204987254732151,"['AID-00164', 'AID-00283', 'AID-00329']",7,61.212815400616265
AID-00027,118,11629.542372881357,4467.9642,0.3389830508474576,1054.8898305084747,20,0.025423728813559324,51.228813559322035,1,10,4,0.2449152542372881,1.136425037539563,1101.912885665039,1.0,3.0931617972950054,4.218133271435035,"['AID-00415', 'AID-00335', 'AID-00134']",7,66.72465217051418
AID-00028,89,9707.202247191011,3109.7646,0.25842696629213485,675.5842696629213,20,0.0449438202247191,55.561797752808985,1,3,0,0.19438202247191014,1.2391998096077366,764.2452165130666,1.0,3.008351399552658,3.859941981719527,"['AID-00162', 'AID-00441', 'AID-00367']",7,72.15028783546477
AID-00029,87,11235.586206896553,3101.9065,0.40229885057471265,1063.7701149425288,20,0.034482758620689655,46.55172413793103,1,5,2,0.29195402298850576,1.2529444003228036,1011.6820610384462,1.0000000000000002,3.0400348795881627,3.7363767557282843,"['AID-00263', 'AID-00035', 'AID-00412']",7,60.11066681047088
AID-00030,115,11106.652173913044,3963.4961,0.4434782608695652,1539.6,20,0.034782608695652174,38.869565217391305,1,7,5,0.32086956521739124,0.25406065387077864,1227.663652173913,0.9999999999999999,3.0811640839370673,4.176297290865341,"['AID-00137', 'AID-00436', 'AID-00371']",7,50.53286979397299
AID-00031,81,9969.864197530864,3176.5687,0.35802469135802467,914.0987654320987,20,0.04938271604938271,38.888888888888886,1,8,1,0.2654320987654321,1.1223528602703103,729.2476817558297,0.9999999999999999,3.048951644539139,4.094623922329305,"['AID-00454', 'AID-00484', 'AID-00008']",7,50.83129480943636
AID-00032,109,12190.614678899083,4079.9224,0.3394495412844037,1138.633027522936,20,0.06422018348623854,35.137614678899084,1,10,-1,0.25688073394495414,0.4577017174828028,822.9496321858429,0.9999999999999999,3.113889215307107,4.203382566857774,"['AID-00155', 'AID-00134', 'AID-00404']",7,45.75806372161531
AID-00033,123,10891.853658536585,4568.5712,0.3252032520325203,1057.0081300813008,20,0.024390243902439025,17.723577235772357,1,11,-1,0.23495934959349593,1.3123965876688284,395.819467248331,1.0,3.0818082078380105,4.31941131383609,"['AID-00052', 'AID-00051', 'AID-00125']",7,23.51591785374269
AID-00034,119,11305.134453781513,4640.7185,0.31932773109243695,1004.436974789916,20,0.025210084033613446,28.781512605042018,1,8,1,0.23109243697478987,1.4385893199701703,598.2730485135231,1.0,3.050551289524913,4.297918806132824,"['AID-00258', 'AID-00154', 'AID-00359']",7,37.49057544597232
AID-00035,105,11458.495238095238,3907.7482,0.3523809523809524,1030.247619047619,20,0.01904761904761905,39.95238095238095,1,5,2,0.2523809523809524,0.15655208707670615,843.8218594104308,1.0,3.106356428254594,3.8852092115312167,"['AID-00384', 'AID-00412', 'AID-00263']",7,52.02858189283498
AID-00036,101,10465.287128712871,3162.8136,0.32673267326732675,1181.7425742574258,20,0.04950495049504951,37.42574257425743,1,11,-1,0.24356435643564356,1.14641188468395,908.1867189491227,1.0000000000000002,3.051806664928894,4.265080814929778,"['AID-00397', 'AID-00062', 'AID-00164']",7,48.59392271897864
AID-00037,100,10158.57,3873.821,0.31,886.66,20,0.05,67.1,1,9,-1,0.23199999999999998,0.0972100733446037,1207.6309199999998,1.0000000000000002,3.1023148553846083,4.141154988126233,"['AID-00457', 'AID-00190', 'AID-00499']",7,87.20892017130429
AID-00038,107,10101.457943925234,4192.7202,0.34579439252336447,1157.3084112149534,20,0.07476635514018691,68.8785046728972,1,3,0,0.26448598130841117,0.6549961772835207,1617.419624421347,1.0,3.0751220970356368,3.7655130448600724,"['AID-00097', 'AID-00080', 'AID-00243']",7,89.09670923761107
AID-00039,91,11798.560439560439,3158.568,0.3516483516483517,1748.010989010989,20,0.01098901098901099,40.494505494505496,1,11,-1,0.24945054945054945,1.153837857163288,1450.6570317594494,1.0,3.0485447100371665,4.134975901169822,"['AID-00254', 'AID-00295', 'AID-00378']",7,53.72877473175405
AID-00040,115,10958.008695652174,4077.758,0.34782608695652173,895.0,20,0.02608695652173913,55.78260869565217,1,1,-1,0.25130434782608696,0.4539159687466333,1016.4086956521738,1.0,3.0968730169746355,4.2142684978913,"['AID-00106', 'AID-00200', 'AID-00164']",7,72.38239807253538
AID-00041,89,11781.943820224718,3006.9443,0.4943820224719101,1356.4943820224719,20,0.0449438202247191,93.70786516853933,1,2,-1,0.3595505617977528,1.419042639388528,2569.413740689307,1.0000000000000002,3.0073724497282184,4.052066987072035,"['AID-00317', 'AID-00020', 'AID-00361']",7,112.82950105464346
AID-00042,98,11239.612244897959,3734.9624,0.40816326530612246,1245.1224489795918,20,0.02040816326530612,47.6530612244898,1,2,-1,0.29183673469387755,0.14566729195581898,1211.580374843815,1.0000000000000002,3.045030613325459,4.2698820332703455,"['AID-00053', 'AID-00459', 'AID-00102']",7,61.851389884862705
AID-00043,108,10071.712962962964,3877.0035,0.4074074074074074,1329.3148148148148,20,0.037037037037037035,51.388888888888886,1,6,3,0.2962962962962963,0.10277657923670235,1392.8265226337446,0.9999999999999997,3.09420739273803,4.255961131257383,"['AID-00048', 'AID-00022', 'AID-00251']",7,66.48069658657298
AID-00044,127,10473.070866141732,4771.7715,0.33070866141732286,827.8031496062993,20,0.031496062992125984,52.67716535433071,1,0,-1,0.2409448818897638,1.6678139222253872,888.6825308450618,1.0,3.0794771028105545,4.354289330322856,"['AID-00408', 'AID-00246', 'AID-00233']",7,68.32824284690435
AID-00045,127,10740.913385826772,4448.3666,0.28346456692913385,915.8503937007874,20,0.023622047244094488,51.77165354330709,1,1,-1,0.20551181102362204,1.1021469052941595,966.6187934775869,1.0,3.1045282354145614,4.301521825724761,"['AID-00267', 'AID-00329', 'AID-00298']",7,67.44346818943336
AID-00046,82,11257.475609756097,3058.8454,0.43902439024390244,1616.6951219512196,20,0.024390243902439025,13.71951219512195,1,3,0,0.3146341463414634,1.3282625046025387,475.9392712671029,1.0000000000000002,3.032939524128528,3.64583722060467,"['AID-00224', 'AID-00098', 'AID-00147']",7,17.08931044349752
AID-00047,120,10666.391666666666,4286.7898,0.38333333333333336,628.4416666666667,20,0.041666666666666664,33.083333333333336,1,2,-1,0.2808333333333333,0.8195331710517467,428.38773611111117,1.0000000000000004,3.096228380970746,4.200261883366867,"['AID-00049', 'AID-00465', 'AID-00311']",7,43.022204463336536
AID-00048,91,11080.406593406593,3187.2473,0.4065934065934066,973.1318681318681,20,0.054945054945054944,40.65934065934066,-1,6,-1,0.3010989010989011,1.1036749373105719,810.8006400193213,0.9999999999999997,3.036990859361586,3.911912669378158,"['AID-00251', 'AID-00022', 'AID-00043']",7,52.94934169924645
AID-00049,128,10842.3515625,5008.6398,0.3828125,1394.6875,20,0.0,59.1796875,1,2,-1,0.26796875,2.0821199041897027,1678.637158203125,1.0000000000000002,3.1005048279110863,4.29007324639371,"['AID-00188', 'AID-00361', 'AID-00274']",7,76.50450420706744
AID-00050,103,11429.388349514564,3800.6621,0.33980582524271846,851.1553398058253,20,0.05825242718446602,50.58252427184466,1,6,-1,0.25533980582524274,0.030752046972589948,878.0948194928835,0.9999999999999998,3.0509606721896527,4.113030246050385,"['AID-00222', 'AID-00366', 'AID-00060']",7,65.52044351178509
AID-00051,127,11300.72440944882,4487.5661,0.4094488188976378,794.5905511811023,20,0.047244094488188976,37.55905511811024,1,1,-1,0.3007874015748031,1.170710690908402,612.7732171864344,0.9999999999999999,3.089961503143628,4.275724894002242,"['AID-00125', 'AID-00489', 'AID-00213']",7,49.02203053893574
AID-00052,126,11526.746031746032,4460.9145,0.36507936507936506,1179.8015873015872,20,0.06349206349206349,17.38095238095238,1,11,-1,0.27460317460317457,1.1240944180305192,433.71753590325017,1.0,3.061426428911616,4.272942141930596,"['AID-00364', 'AID-00125', 'AID-00033']",7,22.947929997532125
AID-00053,92,11381.673913043478,3281.7531,0.32608695652173914,1197.7391304347825,20,0.03260869565217391,57.82608695652174,1,2,6,0.23804347826086955,0.9383749867881797,1409.1661247637048,1.0000000000000002,3.1328424390236487,4.188512134550172,"['AID-00499', 'AID-00409', 'AID-00465']",7,75.67235423427351
AID-00054,94,10342.41489361702,3656.2309,0.4148936170212766,1175.787234042553,20,0.02127659574468085,19.095744680851062,1,2,-1,0.29680851063829783,0.28337643842676274,472.5664010864644,1.0000000000000002,3.0335453089729816,4.03117526392688,"['AID-00274', 'AID-00355', 'AID-00173']",7,25.04285670125496
AID-00055,86,10385.127906976744,3153.8184,0.23255813953488372,1032.4186046511627,20,0.023255813953488372,25.46511627906977,1,1,-1,0.1697674418604651,1.1621453752733,546.4615684153596,1.0,2.971717542507365,4.058470710356841,"['AID-00478', 'AID-00164', 'AID-00482']",7,33.05918676389098
AID-00056,103,11646.398058252427,3616.5285,0.2524271844660194,829.9320388349514,20,0.038834951456310676,23.640776699029125,1,1,-1,0.18834951456310678,0.35281984566335833,409.0034008860401,1.0,3.089246756496916,4.172282909244334,"['AID-00489', 'AID-00067', 'AID-00478']",7,30.868216737998996
AID-00057,125,11152.88,4838.8786,0.304,958.296,20,0.0,39.48,1,3,0,0.2128,1.7851908484003018,775.8364416000001,1.0,3.062922941537272,4.059170974583046,"['AID-00210', 'AID-00248', 'AID-00243']",7,51.38620512168624
AID-00058,126,11159.103174603175,4195.307,0.3412698412698413,717.2301587301587,20,0.023809523809523808,38.57142857142857,1,10,4,0.24603174603174602,0.659520745214921,567.6364399092969,1.0,3.089205431247425,4.349972402729588,"['AID-00427', 'AID-00415', 'AID-00027']",7,50.25619612243341
AID-00059,81,10237.283950617284,2948.5195,0.345679012345679,941.2098765432099,20,0.012345679012345678,93.95061728395062,1,8,-1,0.245679012345679,1.521233367886469,1787.3691754305748,1.0,2.9411544172658415,4.14565504741371,"['AID-00403', 'AID-00184', 'AID-00385']",7,113.54214373621977
AID-00060,117,11759.076923076924,4451.4891,0.3247863247863248,978.6837606837607,20,0.03418803418803419,46.75213675213675,1,6,3,0.2376068376068376,1.107608465277844,934.6848155453283,0.9999999999999998,3.1181089171944403,4.2945788363960515,"['AID-00146', 'AID-00022', 'AID-00139']",7,60.80918168977705
AID-00061,100,11017.91,3386.3927,0.31,1005.04,20,0.02,59.7,1,8,-1,0.223,0.7553500221544436,1220.1185600000001,1.0,3.0837804913707023,4.147898354461944,"['AID-00331', 'AID-00209', 'AID-00258']",7,77.8092148122736
AID-00062,87,11235.298850574713,3060.9012,0.39080459770114945,690.6551724137931,20,0.04597701149425287,59.08045977011494,1,1,-1,0.28735632183908044,1.3246667079605985,829.8976060245739,1.0,3.0171615764905297,3.9282456098969156,"['AID-00448', 'AID-00070', 'AID-00056']",7,76.71716342073759
AID-00063,107,11351.308411214954,4110.5771,0.3925233644859813,978.4953271028037,20,0.018691588785046728,15.700934579439252,1,3,0,0.2803738317757009,0.5113198064601869,326.83572888461873,0.9999999999999999,3.120825764853957,3.988252553195173,"['AID-00174', 'AID-00248', 'AID-00162']",7,15.448735801571335
AID-00064,101,11825.316831683169,3638.5627,0.37623762376237624,980.6435643564356,20,0.04950495049504951,34.95049504950495,1,8,-1,0.2782178217821782,0.3142798600772831,705.0924321144986,1.0,3.00206462834613,4.261827034507623,"['AID-00359', 'AID-00184', 'AID-00034']",7,45.45919993704447
AID-00065,80,10648.375,2929.6162,0.3625,626.1375,20,0.025,60.125,1,6,3,0.26125,1.5542971010616808,765.45309375,0.9999999999999998,3.076809188488821,4.003623690340703,"['AID-00368', 'AID-00118', 'AID-00139']",7,79.04307047520406
AID-00066,85,12248.447058823529,2984.5353,0.3176470588235294,735.5294117647059,20,0.03529411764705882,41.470588235294116,1,11,-1,0.2329411764705882,1.458238187082493,624.7673356401384,1.0000000000000002,3.0465165060985124,4.053363837214033,"['AID-00178', 'AID-00016', 'AID-00056']",7,54.08976571609216
AID-00067,98,11546.061224489797,3581.8215,0.2755102040816326,1077.4897959183672,20,0.05102040816326531,90.40816326530613,1,11,-1,0.20816326530612242,0.4135258063851411,1969.82726364015,0.9999999999999999,3.0284391341524883,4.181409626824214,"['AID-00070', 'AID-00397', 'AID-00056']",7,112.079991212962
AID-00068,93,10928.36559139785,2859.2414,0.3978494623655914,1418.505376344086,20,0.010752688172043012,78.49462365591398,1,5,2,0.28172043010752684,1.6773895563186414,2255.271020927275,1.0,3.0350800978373433,3.390748445123404,"['AID-00420', 'AID-00127', 'AID-00402']",7,111.80961767881327
AID-00069,102,11854.892156862745,3773.0201,0.3431372549019608,1301.5980392156862,20,0.058823529411764705,39.31372549019608,1,3,0,0.25784313725490193,0.07910062697868421,1049.4453210303727,1.0,3.068790036874981,4.000151645060249,"['AID-00162', 'AID-00243', 'AID-00248']",7,51.10983895568203
AID-00070,125,11687.792,4656.117,0.384,1479.28,20,0.024,43.64,1,1,-1,0.27599999999999997,1.465522812815256,1320.7011839999998,1.0,3.0825637656622376,4.228352749216896,"['AID-00109', 'AID-00448', 'AID-00364']",7,56.5409887096718
AID-00071,108,10500.518518518518,4111.5297,0.2777777777777778,1206.25,20,0.018518518518518517,40.74074074074074,1,3,0,0.2,0.5129859976660978,1006.9953703703703,1.0,3.0708934965446972,3.942589935282319,"['AID-00097', 'AID-00131', 'AID-00284']",7,52.96238145792592
AID-00072,121,10750.0,4331.468,0.30578512396694213,800.198347107438,20,0.024793388429752067,40.82644628099174,1,6,3,0.2214876033057851,0.8976797424730732,669.3890635885527,0.9999999999999998,3.0723995817589316,4.299328875468142,"['AID-00139', 'AID-00146', 'AID-00022']",7,52.952233114693676
AID-00073,98,11993.734693877552,3427.117,0.23469387755102042,883.6632653061224,20,0.01020408163265306,39.234693877551024,1,3,0,0.1673469387755102,0.6841192111877186,711.0784194085799,1.0,3.0764925351104564,3.5689152869493252,"['AID-00401', 'AID-00224', 'AID-00248']",7,50.980923938340794
AID-00074,83,10706.795180722891,3182.1273,0.3493975903614458,982.5542168674699,20,0.012048192771084338,32.83132530120482,1,5,2,0.24819277108433735,1.1126303214951894,664.8222267382786,1.0,3.075620000103969,3.6540406789259654,"['AID-00475', 'AID-00297', 'AID-00412']",7,42.903775444442104
AID-00075,86,10651.558139534884,3232.8145,0.32558139534883723,1142.639534883721,20,0.023255813953488372,35.75581395348837,1,3,0,0.23488372093023258,1.0239734173462527,839.9729232017307,1.0,3.056976613514723,3.6064572071698455,"['AID-00147', 'AID-00018', 'AID-00367']",7,46.32873838723805
AID-00076,86,10706.406976744185,3137.0272999999997,0.32558139534883723,1159.2441860465117,20,0.023255813953488372,86.9186046511628,1,6,-1,0.23488372093023258,1.191514662652663,2038.3826257436453,0.9999999999999998,3.0868746784767334,4.1487173455706285,"['AID-00128', 'AID-00024', 'AID-00229']",7,112.82950105464346
AID-00077,121,11653.107438016528,4769.7135,0.35537190082644626,1193.3636363636363,20,0.05785123966942149,35.0,1,3,0,0.2661157024793388,1.6642142775668043,859.2218181818181,1.0,3.1168800592076673,3.9353497117362615,"['AID-00090', 'AID-00057', 'AID-00038']",7,45.49742915170292
AID-00078,94,9549.659574468085,2928.4663,0.3829787234042553,1305.3936170212767,20,0.0425531914893617,78.35106382978724,1,6,-1,0.28085106382978725,1.5563083893964251,2071.687444545043,0.9999999999999997,3.0013616891702632,4.181456623472724,"['AID-00376', 'AID-00343', 'AID-00251']",7,111.80961767881327
AID-00079,122,12252.524590163934,4361.6637,0.3360655737704918,826.1229508196722,20,0.040983606557377046,52.21311475409836,1,6,-1,0.24754098360655732,0.9504949952510937,879.2115076592315,0.9999999999999999,3.032367299034056,4.2022230320272245,"['AID-00139', 'AID-00356', 'AID-00024']",7,67.48996657147808
AID-00080,114,10927.184210526315,4182.8817,0.3157894736842105,1223.5526315789473,20,0.043859649122807015,23.99122807017544,1,3,0,0.23421052631578942,0.637787671951419,611.5616574330563,1.0,3.09976990495639,3.909523590322697,"['AID-00243', 'AID-00098', 'AID-00038']",7,31.16852688340055
AID-00081,105,11854.87619047619,3868.697,0.3333333333333333,928.8571428571429,20,0.047619047619047616,21.666666666666668,1,10,-1,0.2476190476190476,0.08824769276609207,421.0819047619048,0.9999999999999999,3.036295666164868,4.222011118734978,"['AID-00032', 'AID-00333', 'AID-00335']",7,28.283722209572236
AID-00082,98,11104.367346938776,3680.554,0.3469387755102041,829.9285714285714,20,0.02040816326530612,31.377551020408163,1,11,-1,0.24897959183673465,0.24083294134456024,537.4210932944605,1.0,2.9998805128224886,4.185810913955985,"['AID-00056', 'AID-00378', 'AID-00241']",7,40.84377174424289
AID-00083,108,11081.574074074075,3965.7107,0.3055555555555556,1193.4259259259259,20,0.018518518518518517,50.78703703703704,1,11,-1,0.21944444444444447,0.25793420735032097,1236.0798525377231,1.0,3.028448865567763,4.11314834599822,"['AID-00070', 'AID-00200', 'AID-00241']",7,65.98697574837163
AID-00084,82,11101.439024390244,2926.1368,0.43902439024390244,1468.8658536585365,20,0.024390243902439025,50.0609756097561,1,1,-1,0.3146341463414634,1.5603829142905785,1500.0344705532418,1.0,3.102251967818326,4.0054780012560744,"['AID-00015', 'AID-00062', 'AID-00421']",7,65.45780693841003
AID-00085,96,12419.020833333334,3851.2998,0.3541666666666667,1495.4375,20,0.020833333333333332,27.864583333333332,1,10,4,0.25416666666666665,0.057818276801905516,863.3036067708333,1.0,3.0111001994855133,4.041936578444897,"['AID-00027', 'AID-00415', 'AID-00313']",7,36.418857758968166
AID-00086,81,11087.839506172839,2910.2127,0.30864197530864196,834.074074074074,20,0.037037037037037035,42.03703703703704,-1,9,-1,0.22716049382716047,1.5882357332933663,717.921536351166,1.0000000000000002,3.0546953491106246,4.029358608229513,"['AID-00499', 'AID-00317', 'AID-00274']",7,54.86517283055594
AID-00087,118,11683.025423728814,4492.5174,0.3559322033898305,1035.1610169491526,20,0.025423728813559324,38.09322033898305,1,8,1,0.25677966101694916,1.1793710021805301,809.3555544383798,1.0,3.0756967806832334,4.3043564395899,"['AID-00328', 'AID-00484', 'AID-00408']",7,49.65439696167451
AID-00088,101,11555.821782178218,3829.3359,0.3465346534653465,905.6336633663366,20,0.0594059405940594,45.84158415841584,1,7,-1,0.26039603960396035,0.019401252838521975,848.426309185374,1.0,3.1053823263945795,4.291894390292036,"['AID-00205', 'AID-00348', 'AID-00381']",7,59.60919866574364
AID-00089,84,10901.52380952381,3111.567,0.2976190476190476,1293.75,20,0.03571428571428571,59.04761904761905,-1,2,-1,0.21904761904761902,1.2360472345189952,1553.732142857143,1.0000000000000002,3.07002146238143,3.963896362577934,"['AID-00499', 'AID-00409', 'AID-00391']",7,77.1669877577254
AID-00090,109,11936.54128440367,4024.5215,0.43119266055045874,1151.4954128440368,20,0.06422018348623854,79.63302752293578,1,3,0,0.3211009174311926,0.36080008785905454,1856.9712263277502,1.0,3.093354888636729,4.011255136626586,"['AID-00038', 'AID-00210', 'AID-00367']",7,110.8739827803266
AID-00091,107,10955.85046728972,3792.7108,0.35514018691588783,1383.4018691588785,20,0.009345794392523364,48.598130841121495,1,3,0,0.25140186915887847,0.04465965366539322,1372.2829382478822,1.0,3.097708896599153,3.905309370281923,"['AID-00217', 'AID-00071', 'AID-00280']",7,63.13478940176152
AID-00092,89,10329.76404494382,2992.7205,0.38202247191011235,778.123595505618,20,0.02247191011235955,45.95505617977528,1,9,-1,0.2741573033707865,1.4439214662567248,730.7367428355006,1.0000000000000002,3.042197009890535,4.100363629366193,"['AID-00274', 'AID-00391', 'AID-00465']",7,59.77522406659023
AID-00093,107,9611.579439252337,4206.1466,0.3364485981308411,606.8130841121496,20,0.04672897196261682,55.18691588785047,1,2,-1,0.2495327102803738,0.6784802730289025,681.8991143331297,1.0000000000000002,3.072068987614677,4.218672423882956,"['AID-00144', 'AID-00391', 'AID-00497']",7,71.99097245450403
